,title,category,author_name,dates,num comments,num views,entity_model1,ent_word_model1,nouns_model2
1006,"TXT, JO1, and INI set to perform at 'Asia Star Entertainer Awards 2024' in Yokohama",News,Alec06,02/26/2024,1,"2,266","ORG, ORG, ORG, ORG, MISC, LOC","TXT, J, ##O1, INI, Asia Star Entertainer Awards 2024, Yokohama","JO1, Asia, Star, Entertainer, Awards"
1007,"Nam Gyu Ri makes musical comeback with 'HALO', reveals inspiration from niece",News,Alec06,02/26/2024,2,"2,410","PER, MISC","Nam Gyu Ri, HALO","Nam, Gyu, Ri, comeback, inspiration, niece"
1008,"'2024 EXO FAN MEETING : ONE' scheduled for April, amidst global popularity",News,Alec06,02/26/2024,3,"16,847",MISC,EXO FAN MEETING : ONE,"EXO, FAN, MEETING, April, popularity"
1009,WEi delights fans with solo concert 'THE WAVE' in Osaka and Saitama,News,Alec06,02/26/2024,0,"1,536","MISC, LOC, LOC","WAVE, Osaka, Saitama","WEi, fans, concert"
1010,Singer BIBI's 'Bam Yang Gang' has swept the overall music charts,News,Alec06,02/26/2024,22,"9,038","ORG, PER, MISC","BIB, ##I, Bam Yang Gang","Singer, BIBI, Bam, Yang, Gang, music, charts"
1011,'Doctor Slump' hits new high in ratings as Hyungsik and Park Shin Hye rekindle romance,News,Alec06,02/26/2024,3,"7,752","MISC, PER, PER","Doctor Slump, Hyungsik, Park Shin Hye","Doctor, Slump, ratings, Park, Shin, Hye, romance"
1012,'Galaxy' becomes BOL4's 2nd music video to surpass 100 million views on YouTube,News,ALSAN,02/26/2024,2,"2,210","MISC, ORG","Galaxy, BOL4","music, video, views, YouTube"
1013,Gong Myung and Doyeon deny dating rumors within 2 hours,News,Alec06,02/26/2024,10,"18,862","PER, PER","Gong Myung, Doyeon","Gong, Myung, rumors, hours"
1014,YoonA's joyful reunion with Thai fans at 'YOONITE in BANGKOK' fan meeting tour,News,Alec06,02/26/2024,3,"4,155","PER, MISC","YoonA, Thai","reunion, fans, YOONITE, BANGKOK, fan, meeting, tour"
1015,'Exhuma' dominates box office with record-breaking 2 million viewers in opening week,News,Alec06,02/26/2024,1,"5,053",MISC,Exhuma,"dominates, box, office, record, viewers, opening, week"
1016,BLACKPINK's JENNIE becomes the First K-Pop Female Soloist to reach 1.4 Billion Spotify Streams without a solo album,News,MomoDancer,02/26/2024,15,"4,385","ORG, ORG, PER, MISC, MISC","BL, ##KPINK, JENNIE, K - Pop Female Soloist, Spotify Stream","BLACKPINK, First, K, Pop, Female, Soloist, Spotify, Streams, album"
1017,"""We lost an extraordinary actor""... U.S. SAG Awards mourns the late Lee Sun Gyun",News,Alec06,02/26/2024,16,"10,736","MISC, PER","U. S. SAG Awards, Lee Sun Gyun","actor, U.S., SAG, Awards, Lee, Sun, Gyun"
1018,TRI.BE pays tribute to Shinsadong Tiger with white ribbons on live tv,News,Alec06,02/26/2024,5,"7,868",PER,Shinsadong Tiger,"TRI.BE, tribute, Shinsadong, Tiger, ribbons, tv"
1019,LE SSERAFIM members discuss their earnings on 'Running Man' debut,News,Alec06,02/26/2024,22,"27,351",MISC,Running Man,"LE, SSERAFIM, members, earnings, Running, Man, debut"
1020,Netizens astounded as Han Ga In reveals she's only eaten ramen 10 times in her life,News,Janie-Reign,02/26/2024,16,"16,935",PER,Han Ga In,"Netizens, Han, Ga, ramen, times, life"
1021,LE SSERAFIM's Kazuha turns heads with her 'unrivaled' abs and muscular figure in the female idol scene,News,Janie-Reign,02/26/2024,30,"15,924",PER,Kazuha,"LE, SSERAFIM, heads, abs, figure, idol, scene"
1022,BLACKPINK's Rose jets off to Paris in style ahead of Fashion Week,Misc,Janie-Reign,02/26/2024,14,"5,506","PER, LOC, MISC","Rose, Paris, Fashion Week","BLACKPINK, jets, style, Fashion, Week"
1023,Netizens react to Lucas's documentary and how he admits to having let down his members,News,Janie-Reign,02/26/2024,94,"33,640",PER,Lucas,"Netizens, documentary, members"
1024,The Top 10 Most Viewed K-pop Artists on Wikipedia from 2015 to 2024,News,YeontanNews,02/26/2024,40,"15,954",MISC,Wikipedia,"K, pop, Artists"
1025,Shinsadong Tiger asks reporter to look after TRI.BE in his last message before passing,News,Janie-Reign,02/26/2024,17,"37,785",PER,Shinsadong Tiger,"Shinsadong, Tiger, reporter, TRI.BE, message"
1026,"BLACKPINK ROSÉ's ""-R-"" becomes the First Album from a Korean Female Artist to surpass 700 Million streams on Spotify",News,Pop-Superstars,02/26/2024,19,"3,286","MISC, MISC, MISC","Album, Korean Female Artist, Spotify","BLACKPINK, ROSÉ, -R-, First, Female, Artist, streams"
1027,"Fans and ITZY members become emotional as Lia attends ITZY's ""Born To Be"" world tour concert in Seoul",News,anonymous1215151,02/26/2024,31,"23,478","ORG, ORG, PER, ORG, MISC, LOC","IT, ##Y, Lia, ITZY, Born To Be, Seoul","Fans, members, world, tour, concert"
1028,NCT WISH bask in the sunlit glow in new teaser images for 'WISH',News,Janie-Reign,02/26/2024,1,"1,474",ORG,NCT WISH,"WISH, bask, sunlit, glow, teaser, images, WISH"
1029,"xikers Minjae, Junmin, Sumin, Jinsik, and Hyunwoo bring class and charm to 'HOUSE OF TRICKY: Trial and Error'",News,Janie-Reign,02/26/2024,2,"1,813","PER, PER, PER, PER, PER, MISC","Minjae, Junmin, Sumin, Jinsik, Hyunwoo, HOUSE OF TRICKY : Trial and Error","xikers, class, charm, HOUSE, TRICKY, Trial, Error"
1030,HIGHLIGHT ignites anticipation with 'Switch On' comeback trailer and scheduler,Teaser,Janie-Reign,02/26/2024,3,"1,953",MISC,Switch On,"HIGHLIGHT, anticipation, comeback, trailer"
1031,"Oh My Girl's Hyojung, ONF's Hyojin, and B1A4's Sandeul unite in new teasers for '366 Days'",News,Janie-Reign,02/26/2024,1,"2,105","ORG, MISC, MISC, PER, ORG, PER, ORG, PER, MISC","Oh, My Girl, Hy, ##ojung, ONF, Hyojin, B1A4, Sandeul, 366 Days","Girl, Hyojung, unite, teasers, Days"
1032,BeLift Lab unveils stunning logo film for rookie girl group ILLIT,Teaser,Janie-Reign,02/25/2024,16,"4,024","ORG, ORG","BeLift Lab, ILLIT","BeLift, Lab, logo, film, rookie, girl, group"
1033,Cosmic Girls members gather for 8th anniversary,News,Jia-Lin,02/25/2024,15,"6,320",ORG,Cosmic Girls,"Girls, members, anniversary"
1034,The Wind are full of energy in 'H! TEEN' dance practice,Misc,Jia-Lin,02/25/2024,0,"1,311",MISC,Wind,"energy, H, TEEN, dance, practice"
1035,CRAVITY tease 7th mini album 'EVERSHINE' with extensive highlight medley,Teaser,Jia-Lin,02/25/2024,2,"1,665","ORG, MISC","CR, EVERSHINE","CRAVITY, album, highlight, medley"
1036,M.O.N.T showcase their upcoming album 'IDGAF' through live highlight medley video,Teaser,Jia-Lin,02/25/2024,1,"1,502","ORG, MISC","M. O. N. T, IDGAF","album, highlight, medley, video"
1037,P1Harmony are 'Killin' It' in 'It's Live' performance,Live,Jia-Lin,02/25/2024,1,"1,474",MISC,It ' s Live,"P1Harmony, Killin, Live, performance"
1038,Giriboy joins Zion.T's label STANDARD FRIENDS,News,Jia-Lin,02/25/2024,3,"3,790","PER, ORG","Giriboy, Zion. T","Zion, T, label, STANDARD, FRIENDS"
1039,X:IN take on various occupations in 'No Doubt' MV,Music Video,Jia-Lin,02/25/2024,2,"1,948",ORG,No Doubt,"X, occupations, No, Doubt, MV"
1040,IVE announce 2nd fan meeting 'MAGAZINE IVE' with group concept photo,News,Jia-Lin,02/25/2024,10,"3,649","ORG, MISC","IVE, ##GAZINE IVE","2nd, fan, meeting, MAGAZINE, group, concept, photo"
1041,"IU wins #1 on 'Inkigayo' + Performances from MAMAMOO's Moonbyul, LE SSERAFIM, TRI.BE and more!",News,Jia-Lin,02/25/2024,6,"4,907","MISC, ORG, MISC, MISC, MISC","Inkigayo, MAMAMOO, Moonbyul, LE SSERAFIM, BE","IU, Performances, LE, SSERAFIM"
1042,ICHILLIN' unveils 'sweet ver.' concept photos for their upcoming mini album 'Feelin' Hot',News,Dani-Dee,02/25/2024,0,"2,277",MISC,Feelin ' Hot,"ICHILLIN, unveils, ver, concept, photos, album, Feelin, Hot"
1043,Bang Ye Dam becomes latest K-pop artist to join Weverse platform,News,Dani-Dee,02/25/2024,1,"2,669","PER, ORG","Bang Ye Dam, Weverse","Bang, Ye, Dam, pop, artist, platform"
1044,Jungkook's 'Golden' album remains on Spotify's Top Album Global chart for 16 consecutive weeks,News,Dani-Dee,02/25/2024,4,"2,477","PER, MISC, MISC, MISC","Jungkook, Golden, Spotify, Top Album Global","album, Top, Album, Global, chart, weeks"
1045,Actress Roh Yoon Seo channels a 'springtime girlfriend look' in new pictorial for Lee's '24 Spring collection,News,Dani-Dee,02/25/2024,1,"3,519","PER, PER, MISC","Roh Yoon Seo, Lee, 24 Spring","Actress, Roh, Yoon, Seo, springtime, girlfriend, look, pictorial, Spring, collection"
1046,H1-KEY unveils new group teaser photos for single 'Deeper',News,Dani-Dee,02/25/2024,1,"1,711","ORG, MISC","H1 - KEY, Deeper","H1, KEY, group, teaser, photos"
1047,'Love Shot' becomes EXO's 1st MV to hit 600 million views on YouTube,News,Dani-Dee,02/25/2024,8,"3,362","MISC, ORG, PER","Love Shot, EX, ##O","Love, Shot, EXO, MV, views, YouTube"
1048,NCT's Doyoung shows a gesture of kindness after Dolce & Gabbana's Milan Fashion Week show,News,Yaki-Jones,02/25/2024,16,"13,117","ORG, PER, PER, ORG, PER, MISC","NCT, Do, ##yo, ##ung, Dolce & Gabbana, Milan Fashion Week","Doyoung, gesture, kindness, Dolce, Gabbana, Milan, Fashion, Week, show"
1049,10 K-pop hits composed by Shinsadong Tiger that launched artists into stardom,News,Hopkinz,02/25/2024,25,"21,932",ORG,Shinsadong Tiger,"K, pop, hits, Shinsadong, Tiger, artists, stardom"
1050,The Givers CEO Ahn Sung Il faces additional prosecution for embezzlement charges,News,Yaki-Jones,02/25/2024,28,"7,233","ORG, PER","Givers, Ahn Sung Il","CEO, Ahn, Sung, Il, prosecution, embezzlement, charges"
1051,Actress Moon Ga Young makes headlines with her bold look at Dolce & Gabbana's Milan Fashion Week show,News,Yaki-Jones,02/25/2024,101,"57,502","PER, PER, MISC","Moon Ga Young, Dolce & Gabbana, Milan Fashion Week","Actress, Moon, Ga, Young, headlines, look, Dolce, Gabbana, Milan, Fashion, Week, show"
1052,2nd Generation K-pop stars mourn the death of Shinsadong Tiger,News,Yaki-Jones,02/25/2024,5,"17,345",ORG,Shinsadong Tiger,"Generation, K, pop, stars, death, Shinsadong, Tiger"
1053,BLACKPINK is the Most-Streamed Girl Group on Spotify after the first two months of 2024 despite a lengthy hiatus,News,Real-Kpop-News,02/25/2024,77,"8,645","ORG, ORG, ORG, MISC","BL, ##INK, Group, Spotify","BLACKPINK, Streamed, Girl, months, hiatus"
1054,Jimin's 'FACE' & 'Like Crazy' reach new milestones on various Billboard charts,News,pjms_gina,02/25/2024,16,"5,742","PER, MISC, ORG","Jimin, Like Crazy, Billboard","FACE, Crazy, milestones, charts"
1055,Actor Kang Kyung Joon fails to settle his affair case through mediation,News,Yaki-Jones,02/25/2024,8,"11,010",PER,Kang Kyung Joon,"Actor, Kang, Kyung, Joon, affair, case, mediation"
1056,BTS RM updates fans from the military,News,Yaki-Jones,02/25/2024,17,"13,705",ORG,BTS RM,"BTS, RM, updates, fans, military"
1057,TWICE's 'With YOU-th' tops iTunes charts across the globe,News,Sofia-Sayson,02/25/2024,3,"3,376",MISC,iTunes,"TWICE, YOU, th, charts, globe"
1058,LE SSERAFIM's Kim Chaewon and Sakura reveal their shocking waist measurements,News,Yaki-Jones,02/25/2024,55,"24,683","PER, PER","Kim Chaewon, Sakura","LE, SSERAFIM, Kim, Chaewon, waist, measurements"
1059,'Exhuma' records 1.4 million audiences just 3 days after the release,News,Yaki-Jones,02/25/2024,3,"6,116",MISC,Exhuma,"records, audiences, days, release"
1060,TXT to celebrate their 5th debut anniversary with the '2024 Dream Week',Misc,Yaki-Jones,02/24/2024,3,"2,228","ORG, MISC","TXT, ##4 Dream Week","debut, anniversary, Dream, Week"
1061,Rookie boy group NOMAD show their moves in 'No Pressure' MV teaser,Teaser,Germaine-Jay,02/24/2024,0,"1,418","ORG, MISC","NOMAD, No Pressure","Rookie, boy, group, moves, Pressure, MV, teaser"
1062,Virtual group PLAVE fly through the skies in 'WAY 4 LUV' MV teaser,Teaser,Germaine-Jay,02/24/2024,2,"1,435","ORG, MISC","PLAVE, WAY 4 LUV","group, skies, WAY, LUV, MV, teaser"
1063,TWICE shine in 'One Spark' performance MV,Music Video,Germaine-Jay,02/24/2024,6,"3,221","ORG, MISC","T, One Spark","Spark, performance, MV"
1064,Former D1CE's Woo Jin Young to enlist for military service,News,Germaine-Jay,02/24/2024,3,"1,940","ORG, PER","D1CE, Woo Jin Young","Woo, Jin, Young, service"
1065,Stray Kids's 'LALALALA' exceeds 100 million streams on Spotify,News,Sofia-Sayson,02/24/2024,7,"3,231","ORG, MISC","Stray Kids, Spotify","Stray, Kids, LALALALA, streams"
1066,CRAVITY drop dramatic 'Love or Die' MV teaser,Teaser,Germaine-Jay,02/24/2024,1,"1,388",MISC,Love or Die,"CRAVITY, MV, teaser"
1067,Actor L's alleged ex-girlfriend spills details of bad breakup,Rumors,Germaine-Jay,02/24/2024,138,"105,436",PER,L,"Actor, ex, -, girlfriend, details, breakup"
1068,Wonho spends a cute day in 'On the Way' special MV,Music Video,Germaine-Jay,02/24/2024,4,"1,898","PER, MISC","Wonho, On the Way","day, Way, MV"
1069,Pentagon's Wooseok jams in beautiful mountains in 'Navy Blue' solo debut MV,Music Video,Germaine-Jay,02/24/2024,1,"1,963","LOC, LOC, ORG","Pentagon, Wooseok, Navy Blue","jams, mountains, Navy, Blue, solo, debut, MV"
1070,Ji Eun reveals she felt like a 'loser' during her time as SECRET member,News,Germaine-Jay,02/24/2024,11,"12,565",PER,Ji Eun,"Ji, Eun, loser, time, member"
1071,IU wins #1 + Performances from February 24th 'Show! Music Core'!,News,Germaine-Jay,02/24/2024,6,"3,987",MISC,Show! Music Core,"IU, Performances, February, 24th, Show, Music, Core"
1072,EXO's Lay x Lauv drop 'Run Back to You' MV,Music Video,Germaine-Jay,02/24/2024,4,"3,427","PER, MISC, PER, MISC","Lay, Lau, ##v, Run Back to You","EXO, Lauv, drop, MV"
1073,K-netizens react to former NCT member Lucas officially gearing up for his solo debut,News,Susan-Han,02/24/2024,49,"24,118","ORG, PER","NCT, Lucas","K, netizens, member, solo, debut"
1074,K-netizens debate if the 29-centimeter height difference between 'Lovely Runner' co-stars Kim Hye Yoon & Byun Woo Seok is 'too much',News,Susan-Han,02/24/2024,31,"17,616","MISC, PER, PER","Lovely Runner, Kim Hye Yoon, Byun Woo Seok","K, netizens, centimeter, height, difference, Lovely, Runner, co, -, Kim, Hye, Yoon, Byun, Woo, Seok"
1075,A woman in her thirties sentenced to time in prison for threatening and assaulting a celebrity/YouTuber boyfriend,News,Susan-Han,02/24/2024,25,"9,407",,,"woman, thirties, time, prison, celebrity, YouTuber, boyfriend"
1076,"Following the example set by Lim Young Woong, ENHYPEN also set up heated rest areas for fans & family waiting outside for their concert",News,Susan-Han,02/24/2024,1,"4,342","PER, ORG, ORG","Lim Young Woong, EN, ##EN","example, Lim, Young, Woong, ENHYPEN, rest, areas, fans, family, concert"
1077,"TRI.BE decide to resume their comeback promotions for 'Diamond' as planned, the last album produced by Shinsadong Tiger before his death",News,Susan-Han,02/24/2024,10,"8,864","ORG, ORG, MISC, PER","TR, . BE, Diamond, Shinsadong Tiger","decide, comeback, promotions, album, Shinsadong, Tiger, death"
1078,New tvN variety 'Apartment 404' is off to a slow start with an average 2.7% viewership rating,News,Susan-Han,02/24/2024,77,"30,896","ORG, MISC","tvN, Apartment 404","variety, Apartment, start, %, viewership, rating"
1079,"Seventeen top singer brand value rankings for February, followed by Lim Young Woong, (G)I-DLE, & more",News,Susan-Han,02/24/2024,4,"4,315","PER, ORG, ORG, ORG","Lim Young Woong, ( G, I, DLE","singer, brand, value, February, Lim, Young, Woong, G)I"
1080,H1-KEY radiate joyful energy in latest teaser poster for single 'Deeper',News,Susan-Han,02/24/2024,1,"2,077",MISC,Deeper,"H1, KEY, radiate, energy, teaser, poster"
1081,IVE's Jang Won Young radiates her lovely charms in the new pictorial for Rolarola,News,Sophie-Ha,02/24/2024,10,"6,110","ORG, PER, ORG, MISC","IV, Jang Won Young, R, ##olarol","IVE, Jang, Won, Young, charms, pictorial, Rolarola"
1082,Park Bo Young and Choi Woo Sik set to bring their chemistry to life in Netflix's new original series 'Melo Movie',News,Sophie-Ha,02/24/2024,5,"5,220","PER, PER, ORG, MISC","Park Bo Young, Choi Woo Sik, Netflix, Melo Movie","Park, Bo, Young, Choi, Woo, Sik, chemistry, life, series, Melo, Movie"
1083,One Super Junior fan's hilarious flirtation with Eunhyuk has netizens laughing,News,Sophie-Ha,02/24/2024,5,"14,729","ORG, PER","Super Junior, Eunhyuk","Super, Junior, fan, flirtation, netizens"
1084,DEAN returns to the U.S. stage after 8 years at WE BRIDGE Las Vegas 2024,News,Sophie-Ha,02/24/2024,4,"7,036","LOC, LOC, LOC","U. S., WE BRIDGE, Las Vegas","DEAN, U.S., stage, years, WE, BRIDGE, Las, Vegas"
1085,K-netizens wowed by TWS's live performance on 'Music Bank's encore stage,News,Sophie-Ha,02/24/2024,4,"4,921","ORG, ORG","TWS, Music Bank","K, netizens, performance, Music, Bank, encore, stage"
1086,IU responds to Tang Wei's letter with a handwritten letter in English and Korean,News,Sophie-Ha,02/24/2024,4,"6,799","PER, MISC, MISC","Tang Wei, English, Korean","IU, Tang, Wei, letter, letter"
1087,"Stray Kids' Hyunjin and aespa's Ningning dazzle at the Versace FW24 show in Milan, Italy",News,Sophie-Ha,02/24/2024,10,"9,290","ORG, PER, PER, ORG, MISC, LOC, LOC","Kids, Hyunjin, Ningning, Versace, FW24, Milan, Italy","Stray, aespa, dazzle, show"
1088,Fans spot BLACKPINK's Jennie at their high school,News,Sophie-Ha,02/24/2024,16,"10,983","ORG, PER","BLACKPINK, Jennie","Fans, school"
1089,7 Stars Who Made Shocking Bulk Ups,Original Content,ean1994,02/24/2024,32,"20,276",MISC,7 Stars Who Made Shocking Bulk Ups,"Stars, Bulk, Ups"
1090,ATTRAKT's lawsuit against 12 individuals including the three former members of FIFTY FIFTY grows to 13 Billion KRW (9.8 million USD),News,Sophie-Ha,02/24/2024,57,"17,051","ORG, ORG, ORG","AT, ##T, FIFTY FIFTY","ATTRAKT, lawsuit, individuals, members, FIFTY, FIFTY, KRW, USD"
1091,TWICE smash own record in album sales with 'With YOU-th',News,Sofia-Sayson,02/24/2024,10,"10,048",ORG,TWICE,"record, album, sales, YOU, th, '"
1092,The Elite K-pop Acts who achieved 100 Music Show Wins in their career,Original Content,Rika-go,02/24/2024,73,"19,297","ORG, MISC","pop Acts, 100 Music Show Wins","K, pop, Acts, Music, Show, career"
1093,Shinsadong Tiger's unexpected death leaves K-netizens in shock and mourning,News,Sophie-Ha,02/24/2024,5,"16,875",PER,Shinsadong Tiger,"Shinsadong, Tiger, death, K, netizens, shock, mourning"
1094,"""Last year was a hard year for me,"" Cha Eun Woo gets emotional as he talks about his solo debut album 'ENTITY'",News,Sophie-Ha,02/24/2024,14,"14,915",PER,Cha Eun Woo,"year, year, Cha, Eun, Woo, debut, album, ENTITY"
1095,BLACKPINK's ROSÉ becomes the First Artist to earn over $550 million in EMV for brands in the past two years,News,Pop-Superstars,02/24/2024,61,"16,439","ORG, ORG, PER","BL, R, ##É","BLACKPINK, ROSÉ, First, Artist, EMV, brands, years"
1096,NewJeans' Hanni steals the spotlight at the Gucci show during 2024 Milan Fashion Week,News,Sophie-Ha,02/24/2024,17,"10,020","ORG, PER, ORG, MISC","New, Hanni, Gucci, Milan Fashion Week","NewJeans, spotlight, show, Milan, Fashion, Week"
